url,scrape_num,content_snippet,score,matched_keywords,num_keywords,aging,dementia,alzhiemers,isolation,telehealth,np_501c3,grant,funding,relevence_label,grant_yesno,label_note,keyword_score,cosine_similarity,granting_organization,date_of_loi_due,date_of_submission,doc_id,source_domain,html_path,content_sha1,is_detail_page,text_path,date_seen_utc
https://www.insidephilanthropy.com/k-grants/wk-kellogg-foundation,114,"W.K. Kellogg Foundation | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site W.K. Kellogg Foundation IP Staff | May 15, 2025 OVERVIEW: The W.K. Kellogg Foundation supports education, economic opportunity, health, food systems and equity across the U.S. and in Mexico and Haiti. IP TAKE: The W.K. Kellogg Foundation is surprisingly accessible for a foundation of this size. Equity, wellness and opportunity for children from marginalized groups runs through each of the foundation’s areas of focus, and grants support everything from national policy groups to direct services at the community level. Kellogg asks grantseekers to review its priorities prior to submitting an LOI, but will respond within 30 days with an invitation to submit a full proposal in cases of interest. It is crucial that grant seekers confirm whether their work aligns closely with Kellogg’s in order to be more likely to get a grant. As well, it helps if your organization has published financials or impact reports in order to gain attention here and establish yourself as a transparent leader in your area. Phone numbers for regional offices are available at the contact page. PROFILE: The W.K. Kellogg Foundation was established in 1930 by “breakfast cereal pioneer” Will Keith Kellogg. Based in East Battle Creek, Michigan, this foundation’s mission is to support “children, families and communities as they strengthen and create conditions that propel vulnerable children to achieve success as individuals and as contributors to the larger community and society.” Kellogg names four main grantmaking priorities : education, health, food and workforce systems . The foundation approaches these areas as “integrated systems” and seeks to support “ho",6.1656340462167725,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.165634,,,,438efa8866931598,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\438efa8866931598.html,d1a7387d8a05df5c42bd98b16cd9613170fddc2a,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\438efa8866931598.txt,2025-12-05T02:40:03Z
https://www.insidephilanthropy.com/n-grants/new-venture-fund,115,"New Venture Fund | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site New Venture Fund IP Staff | November 13, 2024 OVERVIEW: The New Venture Fund is a Washington, D.C.-based funding intermediary, fiscal sponsor, and philanthropy-serving organization that supports progressive nonprofits and collaborative funds in the areas of civil rights and social justice, climate and the environment, journalism and media, voting and democracy, education and youth, and global health and development. IP TAKE: The New Venture Fund (NVF) is a philanthropic intermediary and fiscal sponsor incubating new projects and organizations, including major donor collaboratives and pooled funds. NVF is representative of the type of intermediary model that sprouted up in the 1990s and today is very common in philanthropy. Each intermediary functions a bit differently. NVF emphasizes its role as a fiscal sponsor and project incubator, partnering with new organizations as they get off the ground. NVF’s role differs from from project to project, but oftentimes NVF receives and manages donor contributions on behalf of sponsored organization, then disperses (re-grants) the funding to that organization or that organization’s grantees. In this sense, the money “passes through” NVF. As a fiscal sponsor, NVF performs many philanthropy-serving roles, including project planning and management, administrative support, fundraising, grants and financial training, and HR assistance. The New Venture Fund’s website highlights some of its partnerships, but a full list is not available. Similarly, its annual reports are sparse restricting clarity on where grants go. That said, a detailed accounting of its grantmaking can be accessed in its annual t",6.0984432258072605,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.098443,,,,7ec024bacd2420d0,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\7ec024bacd2420d0.html,0abc372252809694afba183f30785befc283af1d,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\7ec024bacd2420d0.txt,2025-12-05T02:40:04Z
https://www.insidephilanthropy.com/n-grants/neo-philanthropy,116,"NEO Philanthropy and the Four Freedoms Fund | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site NEO Philanthropy IP Staff | November 12, 2024 OVERVIEW: Neo Philanthropy is a grantmaking intermediary working in the area of social justice. Current funding programs concern immigrant justice and civic participation in underrepresented communities across the U.S. IP TAKE: NEO Philanthropy supports a broad range of organizations ranging from large national advocacy groups to grassroots organizations serving underrepresented communities. It is particularly collaborative and mainly makes grants through collaborative funds, which tend to run for a period of five or more years. In addition to collaborative grantmaking, NEO also supports nonprofits and donors with administrative, financial, communications and strategic planning services. While NEO is not accepting proposals for funding at this time, the launch of any new collaborative fund may present a new funding opportunity; grantseekers are advised to sign up for NEO’s newsletter and check its website periodically. PROFILE: Based in New York City, NEO Philanthropy was established in 1983, when it was known as Public Interest Projects. A public charity, NEO describes itself as an “intermediary” between donors and target grantees, working mainly in the areas of social justice and democracy. Grantmaking is conducted via its collaborative funds , which “bring donors together around a common issue.” NEO Philanthropy’s new Strategic Plan for 2024 offers a “roadmap for NEO to advance our vision of a just, democratic, and equitable world where social justice movements are powerful, connected, and resourced to achieve their vision for change.” NEO’s current grantm",6.075930795533208,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.075931,,,,13392995e45db25e,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\13392995e45db25e.html,86802a026b10414903315e81a97cfce36069e132,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\13392995e45db25e.txt,2025-12-05T02:40:05Z
https://www.insidephilanthropy.com/p-grants/proteus-fund,117,"Proteus Fund | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Proteus Fund IP Staff | November 15, 2024 OVERVIEW: The Proteus Fund is an influential progressive intermediary organization that makes grants in the areas of civic engagement and democracy, LGBTQ causes, social and reproductive justice, racial equity, civil liberties, human rights and movement building. IP TAKE: The Proteus Fund was among the first batch of progressive intermediaries that emerged during the 1990s, along with larger outfits like Tides and NEO Philanthropy. One of its earlier initiatives, now retired, was the Civil Marriage Collaborative , which “worked diligently to support public education, organizing, advocacy, and activism efforts to change hearts and minds on marriage equality,” leading up to the landmark 2015 Supreme Court ruling legalizing same-sex marriage. Another longtime interest for Proteus has been supporting policy and legislative changes to keep money out of politics. Global peace and security is another signature cause. Over time, and particularly since U.S. politics shifted in 2016, Proteus has embraced a range of new interests and strategies. In a 2019 Inside Philanthropy interview , Proteus CEO Paul Di Donato said that “we’re trying to broaden our work to cover as many social justice areas as possible without getting so big that we lose our high-touch approach.” Across causes, Proteus values collaboration and intersectionality in philanthropy. Proteus currently houses five distinct grantmaking funds in collaboration with other donors and philanthropies, as outlined below. These funds typically do not accept unsolicited requests for funding, although specific funds will announce calls for proposals wi",6.075925170688468,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.075925,,,,560a7647003aa07c,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\560a7647003aa07c.html,aa3112b3b1c61557dfe8d2f6afacb9bf66a8a049,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\560a7647003aa07c.txt,2025-12-05T02:40:06Z
https://www.insidephilanthropy.com/s-grants/skoll-foundation,118,"Skoll Foundation | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Skoll Foundation IP Staff | August 18, 2025 OVERVIEW: The Skoll Foundation currently makes grants and investments in areas including health and pandemics, climate change, inclusive economies, effective governance and racial justice. IP TAKE: The Skoll Foundation is an influential U.S. philanthropy best known for support of social entrepreneurs and changemakers through its annual Skoll Awards for Social Entrepreneurship. According to past coverage at Inside Philanthropy , “the idea of finding and backing people with the vision to tackle big problems—and the talent to turn creative ideas into real-world results—has always been of more interest to Skoll than any one issue.” This focus has recently broadened, as Skoll seeks to not only identify and fund social entrepreneurs, but to strengthen the systems and networks supporting their work. This is a shift from the “who” to the “what,” according to Shivani Garg Patel, chief strategy officer at Skoll. While the Skoll Foundation conducts traditional grantmaking, it also supports for-profit social enterprises, hosts the powerhouse Skoll World Forum (which IP has reported on ), and runs their prestigious Skoll Awards. Grants tend to support large organizations, incubators and social enterprise funds, which, in turn, make smaller grants to organizations that have a direct impact in the foundation’s areas of interest. Skoll also partners with media organizations like Sundance, NPR, and HarperOne as part of its “storytelling partnerships” program. Skoll does not accept unsolicited grant proposals and is not a particularly accessible funder. Skoll has an internal process for selecting grantees",6.125178873925742,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.125179,,,,060f29ce5464a620,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\060f29ce5464a620.html,2a60519d1e09372cd2a7e9750df67562a34f99ef,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\060f29ce5464a620.txt,2025-12-05T02:40:08Z
https://www.insidephilanthropy.com/grants-w/walmart-foundation,119,"Walmart Foundation | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Walmart Foundation IP Staff | January 29, 2025 OVERVIEW: The Walmart Foundation supports economic opportunity, sustainability, community development and racial justice with a strong focus on communities where it operates retail stores. IP TAKE: In recent years, the foundation’s grant strategy has shifted dramatically. Grantmaking consists of a mix of six- and seven-figure partnerships with large nonprofits, as well as small grants of up to $5,000 that originate at local retail stores and support community organizations through the Spark Good program. Spark Good accepts applications for grants and cash register “roundup” programs, but with the exception of the occasional RFP, Walmart does not accept applications for its larger grants. Note that some of Walmart’s giving initiatives address issues that are of strategic interest to the company, such as retail employment, supply chain efficiency and food donations. Application information about local Spark Good giving is available here , but Walmart.org is otherwise inaccessible. PROFILE: Walmart.org is the philanthropic arm of the Walmart Corporation and represents “the combined philanthropic efforts of both Walmart and the Walmart Foundation.” Although it is a corporate foundation, it is affiliated with the Walton family, one of the richest families in America. Walmart is majority-owned by the Waltons through a combination of their holding company, Walton Enterprises, and their individual holdings. The Waltons conduct their own giving through the Walton Family Foundation, the Walton Family Charitable Support Foundation, and several other Walton giving vehicles. The organization’s o",9.135761309728359,"aging, grant, funding",3,1,0,0,0,0,0,1,1,,grant,,9,0.135761,,,,e11bd8b174e43bb3,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\e11bd8b174e43bb3.html,aa5f23b5f9d934cdb1bd3d086d3217524fe03da3,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\e11bd8b174e43bb3.txt,2025-12-05T02:40:14Z
https://www.insidephilanthropy.com/home/2017-1-10-walmart-foundation-grants-strategy,120,"The Walmart Foundation Is a Perfect Example of How Corporate Philanthropy is Changing | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Skip to footer Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site The Walmart Foundation Is a Perfect Example of How Corporate Philanthropy is Changing Philip Rojc , David Callahan | January 10, 2017 The Arizona Community Foundation has become known as a huge health funder in the state Recently, we argued that the once-sleepy world of corporate philanthropy is getting a lot more sophisticated as funders sharpen their priorities and “fuse traditional grantmaking with market-based approaches in ways that traditional foundations either can’t or won’t do.” We also noted how corporate philanthropy was getting more tightly yoked to the quest for higher profits. Related : Here’s What You Need to Know About Corporate Philanthropy Right Now Changes at the Walmart Foundation in recent years are a perfect example of what’s going on. Since Kathleen McLaughlin, a McKinsey veteran, took over leadership of the foundation in 2014, Walmart’s corporate funding has undergone a paradigm shift from widely dispersed local grants to bigger strategic programs that tap into the company’s key assets as a business. The backdrop of all this activity, detailed in Walmart’s 2016 Giving Report , is a long-term push to revamp the retail giant’s tarnished image in ways that will strengthen its bottom line in coming years. Once upon a time, the Walmart Foundation mainly existed to sprinkle small donations far and wide in the communities where it operated. It still makes a blizzard of these grants every year, and the foundation has the longest 990 of any charitable organization that we know of. But the real action is around a series of strategic i",10.033260155453231,"isolation, grant, funding",3,0,0,0,1,0,0,1,1,,grant,,10,0.03326,,,,bc66f2fc38d60d94,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\bc66f2fc38d60d94.html,4de93c37f77abc5a7e898ee39bc29638ba1f563d,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\bc66f2fc38d60d94.txt,2025-12-05T02:40:15Z
https://www.insidephilanthropy.com/grants-g/gill-foundation,121,"Gill Foundation | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Gill Foundation IP Staff | May 12, 2025 OVERVIEW: The Gill Foundation primarily supports LGBTQ causes but also funds STEM education, democracy and various local efforts in Colorado. IP TAKE: The Gill Foundation is a leading powerhouse in LGBTQ advocacy and grantmaking. This funder plans to spend down its assets, although its timeline for this is unclear. For now, however, Gill remains a dependable source of support for LGBTQ organizations, and despite the Trump administration’s hostility toward transgender Americans and other groups, it “is fully committed and engaged in defending protections for all members of the LGBTQ community,” according to a spokesman . While its LGBTQ funding is national in scope and supports large organizations involved in advocacy and policy development, grants for STEM, economic opportunity and journalism tend to stay in Colorado and support organizations of every size. While the Gill Foundation is transparent about its grantmaking goals and methods, it does not accept unsolicited proposals or requests for funding making it less accessible than other funders in this space. It’s an approachable funder, however, so feel free to reach out with questions. PROFILE: Established in Denver, Colorado in 1994, the Gill Foundation is a leading LGBTQ funder in the U.S. Its founder, Tim Gill , is a software entrepreneur, philanthropist and openly gay man who advocates for equality, social justice, education and local causes in the Denver metro area. He was inspired to launch the foundation after the Colorado Supreme Court blocked Amendment 2, which addressed the LGBTQ population’s right to participate equally in the p",6.079244253468051,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.079244,,,,709fd9b2faa53053,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\709fd9b2faa53053.html,3196da51844622899c2ffc44037617c8e3d0f127,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\709fd9b2faa53053.txt,2025-12-05T02:40:18Z
https://www.insidephilanthropy.com/grants-c/carnegie-corporation-of-new-york,122,"Carnegie Corporation of New York | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Carnegie Corporation of New York IP Staff | April 24, 2025 OVERVIEW : The Carnegie Corporation of New York supports education, democracy, voting & immigration, and international peace & security. It also invests in higher education and research in Africa. IP TAKE : The Carnegie Corporation of New York is one of the oldest charitable organizations in the world, known for its staid support of organizations working in its areas of interest. An organization with gravitas, Carnegie is generally considered to be a nonpartisan outfit that’s committed to a traditional vision of a strong U.S. democracy and a pluralistic society. Lately, it’s been in a period of transition : in 2023, Carnegie welcomed a new president, Dame Louise Richardson, after the unexpected passing of longtime President Vartan Gregorian. There is no indication, however, that the foundation’s strategy and priorities are set to change direction, as Richardson has affirmed her commitment to the foundation’s giving legacy. Carnegie is a transparent funder, with a searchable grants database on its website, but it is only somewhat accessible. Unsolicited grant proposals are not accepted, and questions about grants are referred to a generalized contact page . Staff bios are included on the website, but without accompanying email addresses. This funder has been in the philanthropy game for over a century, and many of its recipients are established organizations that have seen grants year after year. Carnegie also makes room for new grantees, but without many open calls for grant applications, it is not easy to pitch your work here. PROFILE : The Carnegie Corpor",6.0760904317741184,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.07609,,,,bab353949938ddd5,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\bab353949938ddd5.html,ad0253c052d7bb26e5166f0ef7e3111e0d892b44,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\bab353949938ddd5.txt,2025-12-05T02:40:38Z
https://www.insidephilanthropy.com/grants-o/omidyar-network,123,"Omidyar Network | Inside Philanthropy Skip to main content Skip to secondary menu Skip to primary sidebar Inside Philanthropy Go beyond 990s. Grant Finder For Donors Learn Explainers State of American Philanthropy Articles Arts and Culture Civic Economy Education Environment Global Health Science Social Justice Places Jobs Search Our Site Omidyar Network IP Staff | November 13, 2024 OVERVIEW: The Omidyar Network supports in the areas of global development, journalism, racial justice and equity, civic engagement and work and opportunity. IP TAKE: The Omidyar Network — considered a major progressive social justice force — is a hybrid foundation and LLC. Areas of focus and grantmaking decisions are sourced from the network’s Exploration and Future Sensing Team, which posts information about its current research on its webpage. All grantmaking occurs through an equity lens, so grantseekers must align deeply on this front to be considered. This funder takes a proactive approaching to grantmaking rather than accepting unsolicited applications. Note that this funder primarily supports large, well-established organizations that operate nationally or globally rather than grassroots and smaller outfits. While this is not an accessible funder, grantseekers should consult Omidyar’s News and Insights page to keep up with its latest funding priorities. It will be difficult to get on this funder’s radar by networking through its officers. PROFILE: The California-based Omidyar Network is the brainchild of eBay founder Pierre Omidyar and his wife, Pam, who is a geneticist by training. Established in 1998 as the Omidyar Foundation, its original goal was to help nonprofits empower people to create lasting change in their own lives. In 2004, Omidyar broadened its approach, acknowledging the important role the private sector could play in effecting social change, and became the Omidyar Network, investing in both nonprofit and for-profit ventures that aim to “build more inclusive and equ",6.071902159458577,"grant, funding",2,0,0,0,0,0,0,1,1,,grant,,6,0.071902,,,,38022afb0f81aa10,www.insidephilanthropy.com,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\html\38022afb0f81aa10.html,ad6bfbc25d50efd91a83bebccbbde0217f1bc396,1,C:\Users\miked\Desktop2\IConnectFoundation\grantMinded\logs\corpus\text\38022afb0f81aa10.txt,2025-12-05T02:40:42Z
